,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
39,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*문,4,등록된 헤드라인이 없습니다,"1. 음질음악 들을 때 작은 악기소리까지 잘 들립니다. 해상력은 확실히 좋아진 것 같습니다. 그외에는 버즈 프로와 비슷합니다. 음질 자체는 플래그십답게 수준급인 듯 합니다.노이즈 캔슬링은 일부 개선되었지만 고음 부분 (밤에 귀뚜라미 우는 소리, 비 내리는 소리, 비닐 부스럭 거리는 소리 등등) 이 다소 또렷하게 들리긴 하지만 음악을 듣는다면 별로 신경쓰이지 않습니다. 지하철에서도 볼륨 20%~40% 정도에서 듣는데 별 문제 없습니다. + 갤럭시 음량 모니터로 확인해보니 40db ~ 60db 정도 음량으로 지하철 전동차, 시내 길거리, 카페 등에서 음악 감상에 전혀 지장이 없습니다. 주변이 다소 시끄러워도 노이즈 캔슬링 덕분에 볼륨을 많이 높이지 않아도 되는 관계로 청력 보호에도 도움이 될 것 같네요.2. 착용감갤럭시 버즈 프로에 비해 확실히 개선은 되었지만 그럼에도 여전히 뚱뚱한 유닛 탓에 귀에 쏙 맞는다는 느낌은 못받았습니다. 하지만 전작 프로는 30분만 끼고 있어도 귀에 압박감이 느껴졌는데 버즈2 프로는 시험 차 한번 7시간 정도 사용해 봤는데, 괜찮았습니다. 3. 외관전작은 반짝반짝 유광이라 호불호가 갈릴 것 같은데 버즈2 프로는 매트한 무광이라 고급스러운 느낌이 있습니다. 케이스역시 매트한 무광이라 훨씬 차분하고 고급스럽고, 촉감도 다소 고급스럽게 개선되었고 열고 닫을때 약간의 저항? 탄성이 있는데 힘없이 열고 닫히는 버즈 프로에 비해 소소하게 만족스러운 부분입니다. 개인적으로 화이트가 훨씬 예쁩니다4. 기타 기능대화를 감지하면 주변 소리 듣기 모드로 바뀌는 기능이 있는데 그닥 유용하지 않습니다. 음악들을 때 그냥 헛기침만 해도 주변소리 듣기로 바뀌어서 다소 거슬리고, 그마저도 1초 남짓 딜레이가 있어서 차라리 손으로 탭해서 조작하거나 이어폰을 직접 빼는 편이 더 편했습니다. 5. 결론가격이 다소 아쉽지만 성능 자체는 실망스럽지 않습니다. 관심있으신 분들은 가격은 어느정도 떨어진 후에 구매하시면 더욱 만족감을 느끼실 수 있을 것 같습니다.기존 버즈 프로를 사용하시는 분들은 착용감이 너무 불편한게 아니라면 딱히 새로 구매할 필요는 없을 것 같습니다."
40,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",함*희,5,라벤더 진짜 이뻐요.,"버즈 라이브를 3년 사용했는데,어느날 부턴가 페어링이 자꾸 풀리고, 페어링 속도도 늦고, 좀 답답해 하던 찰나에 잃어버렸습니다.. 급하게 알아보던 중 쿠팡으로 가격도 아주 착하고 이쁘게 나와서 겟겟!! (잃어버린 줄 알았던 라이브는 침대에 있었던.....................)  신형이라 그런가 페어링도 아주 빠르고 상대방도 제 목소리가 잘 들린다 하네요 .그리고 라이브는 자전거 탈 때 쉭쉭 소리가 들렸는데 이건 라이브처럼 막 들리지 않고 조용히 쉬~~~~이이 들린대요. 그래서 더더 좋아요. 음악소리는 말 할것도 없구요 . 문제는 이어팁인데 이어팁이 귀에서 미끌미끌 맴도는거 같아요 .. 그래서 이어팁만 다른 제품으로 바꿨더니 아주 매우만족입니다. 색깔도 너무 이뻐요 . 라벤더로 했는데 , 귀여워요 ^^ 진짜 귀여움은 두말 하면 손꾸락 아프네요. ㅎㅎ"
41,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",갓세정,4,흠......,"에어팟 프로랑 버즈프로 써봤는데음질은 버즈 프로를 못따라가네요... 역시 드라이버 크기가...버즈 프로가 음질면에서는 넘사벽입니다버즈2프로는 저음이 좀 뭉개지는 느낌이 강합니다에어팟 프로와 비교해서는 확실히 나은 수준이에요, 에어팟 프로가 나온지 몇 년이나 된 제품인데 지금 나온 제품과 비교한다는게 아이러니 하지만.. 애플이 제품 출시할 때 완성도는 진짜 인정해줘야 합니다아무튼 더 선명하고 저음이 강화되었다 생각하시면 되구용...막귀이신 분들은 그냥 넘어가셔도 됩니다이 가격대 라인에서는 충분히 최고 음질입니다근데 착용감은 버즈 프로는 당연하고 에어팟보다 훨씬 좋습니다...노캔도 버즈 프로보다 나아졌다고 느낄 수 있구요가성비 따지시면 버즈 프로를 중고로 사시는게 훨 이득이라 봅니다. 착용감만 포기 한다면 가격 음질이 매우 유리하고 노캔도 아주 큰 차이가 나지 않기때문에 28만원의 버즈2프로는 부담이 되는 편입니다단 무선 이어폰을 새로 사는 것이고 전체적 밸런스를 원한다면 버즈2프로 사시는게 낫다 봅니다버즈2는 안써봐서 비교를 못해드리겠네요우려할 점은 이번에 나올 에어팟프로2가 30만원 쯤으로 가격 책정되면 어떨게 될지 모르겠네요외부 소리 듣기 모드는 에어팟 프로랑 몇년이나 차이 나는데도 불구하고 이제야  따라잡은 느낌이네요근데 에어팟 프로가 더욱 자연스럽게 들린달까요... 이건 개취일 듯 합니다전 갤럭시 유저인데 톤프리8 > 버즈프로 > 에어팟 프로 쓰다가 넘어왔습니다"
42,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",고*비,5,에어팟 프로에서 넘어왔습니다,스마트워치 태블릿 등등 애플만 시용하다 이번 플립4로 넘어갈까 고민인 와중에 에어팟 프로 본체가 충전도 안되고 그렇다 보니 유닛도 충전이 안되더라고요ㅠㅠ보증기간 확인하니 1개월 지나있기도 하고 원래 애플쓸때는 다 태블릿 워치같은 주변기기 전부 애플로만 구매 했던지라 나머지 당근하고 다시 갤럭시로 맞출까 해서 버즈 프로2로 먼저 건너왔습니다.아직 플립이 사전 예약중이기도 하고 이어폰 처럼 안맞으면 안써도 되는 그런 가격은 아니라 실사용평 보고 사려구 담달 말쯤 구매로 생각중이라 한달은 아이폰에 연동해서 사용해야 하는데 아이폰에도 바로 블루투스 등록이 뜨더라고요물론 버즈 설정 앱에는 최근 기종이 없는지 기본 설정된 기능만 사용 가능합니다ㅠㅠ이건 집가서 가족 폰 빌려서 사용해야 할거 같은데 노캔은 설정 따로 안해도 에어팟과 동일한 방법으로 사용 가능해서 딱히 상관 없었어요.사는 김에 엄마 드릴 버즈 2도 같이 구매하면서 프로2 케이스는 없길래 버즈2용 먼저 샀는데 프로에도 호환이 되는지 딱 맞더라고요 상세 규격에 미세하지만 차이가 있길래 안샀는데 같이 살걸 그랬어요ㅠㅠ귀에 착용했을때 에어팟프로와 모양이 달라서 그런지 무게감이 있는 느낌이고 에어팟은 옆으로 누워서 착용하면 아팠는데 얘는 둥글어서 누워서도 쓸수 있을거 같아요노캔은 출근길에만 사용해봤지만 아직까진 만족스럽구 산지 꽤 되어서 기억은 안나지만 에어팟때는 처음에 노캔을 켜야 했던거로 기억하는데 얘는 기본 설정인지 노캔 상태로 시작이었어요이제 노캔 없는 이어폰으로는 못건너가요…에어팟이 고장난 고장 다음날 줄이어폰 쓰고 출근하다 짜증나서 바로 구매한거라 충동구매였는데 잘 만족하고 있습니다.
43,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",윤*혁,3,등록된 헤드라인이 없습니다,"음질: 1000xm4 > 버즈프로 => 버즈2프로 > 버즈2착용감: 버즈2 > 버즈2프로 >버즈프로>1000xm4노캔: 버즈2프로=>1000xm4>버즈프로>버즈2버즈프로,버즈2, 소니1000xm4 다 사용하는 유저입니다 결론적으로는 만족합니다 대만족은 아니지만요 처음 들어보니 음질은 버즈프로에비해 해상력이 좋아졌다는게 체감되었습니다만 드라이버크기 차이가 확실히있는지 저음이나 타격감에서 밀리는느낌이있습니다. 대신 착용감과 노캔은 향상되었더군요 버즈2가 제일가벼워 압승이지만요 노캔은 좀 놀랐습니다 소니꺼도 좋았지만 귀에더밀착되는지 고요해집니다 전체적인 만족감은 버즈프로가 더좋지만 이제 배터리가 가실때가되어 보내주기로... 잘써봐야지요ㅎㅎ+하루써보니 불량 걸린거 같네요 1시간30썼는데 40%가 닳네요 4시간도 못쓸거같습니다 유튜브시청할때 싱크도 버즈프로보다 느립니다 아쉽...환불받았슴당 가격더내려가면 사려고요ㅜ"
44,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*비,4,등록된 헤드라인이 없습니다,"우선 음질에 대한 평가는 제가 잘 모르기에 간략하게 넘어가겠습니다.  '듣기에 문제가 된다고 생각한 부분이 없었다.' 아무튼 음질 외 부분에 대해 기존 버즈2 유저가 느낀걸 말해보자면,1. 착용감 착용감이 가벼워지고, 귀에 부담이 덜 가는쪽으로 바뀐건 좋습니다. 하지만 조심스럽게 평가해보자면 가볍다는 느낌보다 불안한느낌이 강하게 다가왔습니다. 귀에서 떨어질 것 같아요.. 물론 이 점은 귀의 형태에 따라 다를 수 있는 부분입니다.2. 노이즈 캔슬링 '액티브 노이즈' 캔슬링에 한정한다면 분명 더 좋아진게 맞습니다. 낮은 음역대의 소음은 전보다 훨씬 잘 걸러주니까요 하지만 상술한 착용감을 위해 차음성을 희생한 탓인지 몰라도 패시브 노이즈 캔슬링의 측면이 매우 낮아져 오히려 버즈 2보다 높은 소리를 더 못걸러낸다는 기분이 드네요. 뭐 이 외에는 버즈2랑 크게 다를게 없네요. 디자인이 약간 변한정도? 개인적으로 차음성이 낮아진게 조금 불만입니다 ㅠ"
45,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*국,4,등록된 헤드라인이 없습니다,버즈 프로 8개월 사용하다 버즈2 프로 구매를 했습니다금액대가 있어서 고민을 많이 했는데노이즈 캔슬링이 확실히 차이 난다는 글을 보고 20만원을 주고 구매를 하고1시간 착용 하고 운동을 해봤는데 솔직히 버즈 프로 하고 버즈2 프로 차이를 모르겠더라구요...확실히 차이 나는건 착용감이랑 대화 하면 소리가 자동으로 작아지는것이것 뿐이네요ㅎㅎ노이즈 캔슬링 하나보고 구매 했는데 차 지나가는 소리대화소리 다 들려서 실망 입니다ㅎ
46,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",결명차,5,노이즈캔슬링은 그야말로 신세계,소리에 민감한 편이고 시끄러운 곳에서 스트레스 받기도 쉬운데 이어폰에 제일 큰 튜브 껴놓고있어도 그저 그런 노캔.. 귀아픈 압력감ㅠ더이상은 못참아 친구들이 너도나도 버즈를 끼는 걸 보고 나도 질렀다개봉하고 귀에 넣고 노캔 했을때의 그 고요함은 정말 감동그잡채마치 평화로운 동화속 숲 가운데 홀로 서있는 느낌? 아무튼 대만족
47,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*연,5,버즈프로2 귀에 촥 감겨요~,버즈프로는 이쁘긴한데 귀가 아주~  건조했던 제 귀에 외이도염을 발생시켰지요. 어떻게할까 고민하던중 버즈프로2를 알게되었구 평이 좋아서 구입^^평과같이 귀에 촥 감기네요~^^잘 쓸게요 ~ 버즈프로는 선물받은거라 영수증이 없어서 보상은 못받았지만 결국 또 버즈프로2를 구입하고 말았네요^^ 강추합니다~
48,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",유*종,5,버즈1과 버즈2프로 사용후기,버즈1과 버즈2프로를 사용해. 본 결과 역시 버즈2프로가 좋을수 밖에 없네요!음악에 음질은 아주좋아졌어요!음질좋은 노래를 한곡들어보세요!버즈1은 스테레오지만 모노같은 느낌인데~버즈2프로는 고가의 헤드폰 착용한것과 같은 착각을 일으켜요!음의 분리와 중저음 표현이 확실해 졌습니다!버즈2는 써보지는 안았지만 제가 사용하는 두가지로 비교한것이 어쩌면 더 확실할수 있겠네요!처음과 끝이니까요~...현재로서는 말이죠~....많은 분들이 참고하셔서~후회없는 선택하셨으면 좋겠습니다!
49,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*진,4,삼성마저도 흠을 잡는 위대한 한국인에게 다가오는 삼성,"역시 삼성은 삼성입니다. 이것 저것 여러 불루투스를 사용하다가 수리 문제에 직면하면 겪는 좌절감과 피로감 그리고 분노에 지쳐서 서비스의 삼성 제품을 선택하기로 하였습니다. 좀 비싸더라도 수리가 가능한 제품을 선택하는 것이 정신건강에 유리할 것으로 생각되어 삼성을 선택하였습니다. 결론은 버킹검이라더니 전자제품은 역시나 삼성입니다. 모든 것이 맘에 듭니다만, 연속 재생시간이 5시간이라는 점이 좀 아쉽군요. 하루종일 귀에 꽂고 음악 및 라디오를 듣다보니 배터리의 재생시간을 더 늘려주었으면 좋겠습니다."
50,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",장*영,5,오...,지금까지 나온 버즈 제품군중 가장 뛰어난 해상력을 자랑하고 있습니다. 고음역대가 살짝 찌르는듯한 버즈 특유의 느낌은 아직 남아있지만 폼팁으로 교체시 많이 줄어들어 만족스럽게 사용 가능합니다.새로운 코덱이 삼성 스마트폰만 지원하기 때문에 다른 기기와의 연결시엔 어떨지 모르겠습니다.디자인 측면은 크게 나무랄 것이 없습니다.착용감은 이중으로 되어있던 버즈1에 비해 조금 떨어지는 편이지만 그이후 나온 다른 세대와 비교하면 무게가 많이 가벼워지고 이어버드의 크기도 줄어들어 큰 불편함은 없습니다. 하지만 사람마다 귀의 형태가 다르다보니 직접 착용해 보시고 구매하시는 편이 좋을것 같습니다.노이즈 캔슬링은 지속적인 소음은 깔끔하게 잡아주는 편이며 높은 소리나 튀는 소리도 불쾌하지 않는 선에서 많이 눌러주는 편이라 만족스럽습니다.삼성 스마트폰을 사용하시는 분들은 가장 훌륭한 선택지라 생각됩니다.
51,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",홍*욱,5,^ㅡ^,원래 버즈 프로 쓰던 사람입니다버즈 2 프로로 오면서 프로와 차이나게 느낀점만 적어보겠습니다저는 일반인이라서 전문가분들처럼은 못쓰니 그냥 제 개인적인 의견만 적어보겠습니다~일단 통화 음질이 굉장히 개선된거같습니다 버즈 프로는 주변 배경에 따라서 조금씩 끊기거나 안들릴때도 가끔 있더라구요근데 버즈 2 프로는 전화음질도 깔끔하고 주변잡음도 프로보다 더 잘 잡아주는거 같더아서 굉장히 만족스러웠습니다두번째로 노캔인데노캔은 프로가 완전 먹먹한 느낌이라면 버즈 2 프로는 자연스럽게 먹먹하다? 라는 느낌이에요막 한번에 꽉 막힌다 라는 느낌보다는 귀가 자연스럽게 느낄만한 부드럽게 막아주는 느낌이에요그냥 편하다 입니다 ㅋㅎㅋㅋ세번째는 배터리인데배터리는 솔직히 제가 직장인이어도 한쪽에 계속 껼수는 없기때문에 바꿔가면서 껴는데 적어도 48퍼씩은 점심시간에 남더라구요 프로때는 조금 더 낮았던거 같습니다배터리도 제품설명대로 좋습니다마지막으로 제가 느낀것중 제일 마음에 든건색감 미쳤다.
